Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,midas_max,midas_max_relative,Target,dpt_1,dpt_2,dpt_3,dpt_4,dpt_5,dpt_6,dpt_7,dpt_8,dpt_9,dpt_10,dpt_11,dpt_12,dpt_13,dpt_14,dpt_15,dpt_16,dpt_17,dpt_18,dpt_19,dpt_20,dpt_21,dpt_22,dpt_23,dpt_24,dpt_25,dpt_26,dpt_27,dpt_28,dpt_29,dpt_30,dpt_31,dpt_32,dpt_33,dpt_34,dpt_35,dpt_36
image1022,97.41328430175781,132.83180236816406,29.338348388671875,26.112030029296875,0.10200011730194092,0.11460292339324951,0.10848468550880516,0.1,0.1,0.1,33.532494,0.50793374,1.1739120483398438,24.983398,32.51307,32.62661,33.166107,24.776535,22.638882,24.692265,32.793964,33.048496,32.843452,32.42517,23.22047,32.36738,32.96913,33.3959,33.414963,32.978733,32.265163,32.643074,33.19901,33.404144,33.18603,32.678783,31.777498,29.527578,33.002434,33.129948,32.80174,32.162968,25.85352,29.16362,32.672337,32.77592,32.41539,31.95954,26.835194
image1024,105.97523498535156,132.73779296875,23.6514892578125,19.70592498779297,0.07697626948356628,0.09238862991333008,0.08503236148922622,0.1,0.1,0.1,24.151445,0.35349375,1.5352075099945068,19.657507,21.695799,23.05987,23.127258,18.026003,17.500479,20.25982,23.317665,23.323917,23.188164,22.910213,19.234291,22.820837,23.678772,23.686975,23.630257,23.343994,23.039692,23.863602,23.934494,23.971302,23.817688,23.497463,23.033855,23.129482,24.085632,24.082954,23.906528,23.570923,21.492493,23.207808,23.579367,24.121391,23.922596,23.585592,21.048603
image1026,245.30563354492188,132.0258026123047,18.301025390625,40.62384033203125,0.15868687629699707,0.0714883804321289,0.1230693163337378,0.1,0.1,0.1,44.253006,0.90727305,0.7335793972015381,34.886387,40.931473,40.632656,40.826267,41.00923,41.138996,35.189186,41.212517,41.127434,41.316357,41.563023,41.848286,39.84314,41.605934,41.83959,42.062687,42.28881,42.533688,41.64516,42.11863,42.345745,42.59647,42.853725,43.06584,41.962654,42.4843,42.915054,43.124702,43.370487,43.604523,37.757153,38.170303,40.94519,43.593163,43.860985,44.12873
image1027,116.38909912109375,132.8046112060547,19.077911376953125,16.25006103515625,0.0634768009185791,0.07452309131622314,0.06922064502077056,0.1,0.1,0.1,21.327936,0.2861868,1.7498624324798584,16.40299,20.365501,20.659405,20.537628,19.152084,15.261904,19.240105,20.727436,20.781326,20.770662,20.626955,20.8827,20.8091,20.956774,21.003136,21.016129,20.880566,20.619324,20.966784,21.127394,21.159496,21.181293,21.043703,20.747507,21.079548,21.260519,21.24955,21.252026,21.104723,20.803461,20.129217,21.16349,21.321484,21.302816,21.1645,20.396673
image1029,132.53494262695312,132.8471221923828,18.72071075439453,18.090118408203125,0.07066452503204346,0.07312777638435364,0.07190669919042426,0.1,0.1,0.1,22.111076,0.33299664,1.5596154928207397,15.472208,21.049513,21.230944,21.324184,21.298967,21.243359,21.26266,21.490156,21.649662,21.674082,21.639473,21.558313,21.570868,21.72305,21.790073,21.840677,21.841919,21.752916,21.60525,21.754133,21.807934,21.881142,21.923965,21.863476,21.664711,21.829998,21.8417,21.901798,21.979156,21.979038,21.692942,21.872501,21.890053,21.955008,22.027697,21.99495
image103,130.9150848388672,132.8038330078125,18.107177734375,22.03612518310547,0.08607861399650574,0.07073116302490234,0.07877951894501116,0.1,0.1,0.1,30.252193,0.5155179,1.3016608953475952,26.766073,29.20449,29.271843,29.089357,29.024374,28.961765,29.268816,29.449005,29.47415,29.40496,29.39667,29.333376,29.752531,29.828274,29.915037,29.89805,29.906982,29.795692,29.837536,29.858263,29.881779,29.873596,29.908268,29.83161,29.914932,29.96607,29.97832,29.961103,30.009693,29.946493,29.813694,30.116343,30.163397,30.160378,30.191944,30.083706
image1030,84.0047607421875,132.8150177001953,29.851165771484375,25.9326171875,0.10129928588867188,0.11660611629486084,0.10922117852991123,0.1,0.1,0.1,22.151905,0.44226035,1.098743200302124,18.881556,18.172869,18.815042,19.993904,19.846497,14.053544,20.39404,20.544432,20.310812,20.12526,19.687174,14.110853,20.915043,20.852627,20.687536,20.435183,20.021685,19.157713,21.13331,21.29601,21.140636,20.818455,20.418167,19.802185,20.556877,21.718254,21.57776,21.23735,20.7538,20.558002,20.944721,21.994873,21.940718,21.82924,16.39249,16.03497
image1031,128.1295928955078,132.69619750976562,10.684661865234375,8.13970947265625,0.03179574012756348,0.04173696041107178,0.03710082852588957,0.1,0.1,0.1,11.9167385,0.1616865,2.932664394378662,10.719475,11.401737,11.370057,11.3126955,11.262352,11.057591,11.21986,11.60051,11.615017,11.557892,11.530109,11.425874,11.293042,11.696524,11.704045,11.673109,11.652158,11.591465,11.339664,11.786243,11.801022,11.804247,11.782663,11.700993,11.37263,11.86229,11.887812,11.880524,11.868495,11.704698,11.411687,11.876648,11.919817,11.893623,11.888427,11.675899
image1032,126.48800659179688,132.83628845214844,11.150726318359375,9.847869873046875,0.038468241691589355,0.04355752468109131,0.041091748412463616,0.1,0.1,0.1,12.532562,0.15697439,2.2563629150390625,12.34811,12.456525,12.438344,12.384381,12.3225975,12.222123,12.431324,12.483465,12.447795,12.402975,12.346142,12.247985,12.364031,12.443462,12.438741,12.396073,12.347798,12.2581,12.327158,12.449058,12.436183,12.396199,12.353359,12.30689,12.319538,12.472604,12.464097,12.43351,12.401322,12.335048,12.3190365,12.510342,12.522357,12.498173,12.471814,12.258634
image1033,137.43251037597656,132.827392578125,16.749114990234375,14.174224853515625,0.05536806583404541,0.06542623043060303,0.060606164466007716,0.1,0.1,0.1,21.123793,0.32676142,2.0462987422943115,15.833003,19.13708,20.204287,20.30557,20.383036,19.267155,20.052345,20.297396,20.447899,20.514017,20.527033,20.23821,20.186922,20.512094,20.643494,20.747684,20.780699,20.691408,20.14811,20.568962,20.736073,20.888372,20.966675,20.936052,19.816557,20.602028,20.788189,20.988384,21.101475,21.035707,19.598585,20.589678,20.84216,21.042906,21.063784,20.452658
image1036,88.99523162841797,132.54705810546875,36.0126953125,30.95794677734375,0.12092947959899902,0.14067459106445312,0.13117408205746253,0.1,0.1,0.1,33.67685,0.5326293,0.977948009967804,24.93343,32.19693,32.485336,32.396603,28.095945,21.575224,25.761028,32.350693,33.004913,32.85278,32.24929,22.267921,31.94169,32.78814,33.28131,33.48134,32.980854,31.974659,32.089737,33.026985,33.411766,33.5092,33.000885,31.752445,28.847637,33.08269,33.407455,33.21702,32.543324,25.194262,30.006958,32.996727,33.133705,32.786568,31.394665,26.30731
image1037,161.02745056152344,132.75027465820312,33.60272216796875,28.13666534423828,0.10990884900093079,0.13126063346862793,0.1210564103781681,0.1,0.1,0.1,27.487156,0.48087323,1.0763709545135498,19.815582,19.480288,26.130287,26.444061,26.68888,22.710503,20.61075,25.985352,26.538586,26.802996,26.57661,23.596313,25.86359,26.574183,27.038029,26.993904,26.841068,26.509226,25.856258,26.613068,27.061733,27.120255,27.043291,26.918987,23.150993,26.395401,26.890324,27.117832,27.19474,26.409649,23.997232,25.88383,26.788849,27.045162,27.2039,26.984411
image1038,128.95518493652344,132.85818481445312,16.139373779296875,14.06591796875,0.05494499206542969,0.06304442882537842,0.05913354445231714,0.1,0.1,0.1,16.001629,0.21516332,1.885164499282837,11.473196,14.149577,15.319606,15.367433,15.351001,14.961187,15.3170395,15.419394,15.493426,15.522297,15.46779,15.338707,15.326981,15.537406,15.62882,15.69361,15.669175,15.557708,15.39576,15.625565,15.72635,15.81804,15.843275,15.704206,15.442694,15.70784,15.809388,15.916228,15.965203,15.792786,15.463595,15.781631,15.885264,15.970733,15.9806185,15.495888
image1039,142.81985473632812,132.72328186035156,13.91558837890625,12.190399169921875,0.047618746757507324,0.05435776710510254,0.05109947107068811,0.1,0.1,0.1,17.079311,0.2784306,2.5791540145874023,12.864726,14.345042,15.969797,16.397453,16.34123,14.883487,14.702158,16.284855,16.546537,16.663197,16.68578,16.20613,15.852215,16.395716,16.605547,16.742584,16.805983,16.67449,15.875628,16.490492,16.689737,16.840431,16.943682,16.958525,15.204935,16.52302,16.778362,16.928305,17.05362,17.001032,14.813728,16.264822,16.78,16.92858,16.81414,16.599213
image104,126.47948455810547,132.70779418945312,11.202774047851562,8.25262451171875,0.03223681449890137,0.043760836124420166,0.03843320821467376,0.1,0.1,0.1,9.980224,0.13794772,2.8920044898986816,9.616107,9.789798,9.761672,9.707133,9.664948,9.53696,9.877867,9.916857,9.853256,9.796595,9.7581835,9.672612,9.865269,9.925159,9.879656,9.815914,9.782377,9.714164,9.87557,9.949339,9.908131,9.8478985,9.817144,9.762927,9.846442,9.9687805,9.944237,9.895097,9.854958,9.809005,9.719698,9.976012,9.964262,9.91411,9.889194,9.822935
image1040,127.41957092285156,132.81951904296875,11.18389892578125,13.812896728515625,0.05395662784576416,0.04368710517883301,0.04909114404550331,0.1,0.1,0.1,19.224634,0.28181478,1.9670442342758179,18.304983,18.314316,18.301544,18.253855,18.182907,17.930729,18.601788,18.568663,18.52665,18.481386,18.451664,18.392513,18.76802,18.732988,18.708916,18.674791,18.667189,18.638,18.800753,18.848473,18.804039,18.793268,18.832287,18.842167,18.903925,18.956608,18.916166,18.920528,18.99377,19.03072,18.972017,19.069128,19.062016,19.0855,19.14494,19.119658
image1041,155.82208251953125,132.36294555664062,21.840789794921875,19.00743865966797,0.074247807264328,0.08531558513641357,0.07997338917017782,0.1,0.1,0.1,22.160755,0.39708927,1.6115611791610718,15.179014,15.619242,21.118607,21.161835,17.42434,17.899382,15.633045,20.39103,21.044014,21.220808,21.213379,18.357069,18.645931,20.860825,21.256062,21.481777,21.565605,21.602028,20.497704,20.966856,21.425066,21.708574,21.85557,21.877476,17.245632,21.018238,21.520805,21.86886,22.076702,21.505875,17.622725,18.825848,21.539543,21.978312,22.038784,20.229036
image1043,46.9235725402832,132.27349853515625,20.218284606933594,15.4417724609375,0.06031942367553711,0.07897767424583435,0.07027056959293156,0.1,0.1,0.1,25.046665,0.8167521,1.5669742822647095,24.674883,24.67822,24.599426,24.497072,24.295563,24.032604,24.730581,24.675074,24.603142,24.479036,24.324245,24.175726,24.722925,24.722584,24.660797,24.539204,24.40097,24.198154,24.758732,24.791735,24.737005,24.606007,24.463665,24.180546,24.833914,24.896538,24.842846,24.69148,24.493279,24.209589,24.958893,25.031057,24.992725,24.835737,24.558243,24.251934
image1045,187.15594482421875,132.49166870117188,44.486663818359375,36.74726104736328,0.14354398846626282,0.1737760305404663,0.15937845747654178,0.1,0.1,0.1,29.615938,0.5790027,0.7876854538917542,17.879002,25.437042,25.991184,26.472965,23.70194,24.88864,18.512793,25.88318,26.771975,26.86164,26.904982,26.387817,19.726639,26.582829,27.274954,27.473057,27.641958,27.821608,26.088568,27.171158,27.710867,27.989754,28.22107,28.349386,25.780437,27.53712,28.14948,28.595373,28.821358,27.605873,21.826317,23.8866,28.666359,29.030071,29.349422,27.977566
image1046,123.97810363769531,132.72666931152344,20.143463134765625,26.22894287109375,0.10245680809020996,0.07868540287017822,0.09134766047599786,0.1,0.1,0.1,30.921717,0.5310394,1.1393687725067139,30.342632,29.741646,29.732895,29.761642,29.815355,30.208076,30.28705,30.186872,30.147522,30.156914,30.210548,30.556398,30.6441,30.655558,30.687988,30.703249,30.694107,30.601091,30.88126,30.57812,30.579653,30.5838,30.59036,30.503,30.989162,30.544373,30.498358,30.499,30.50755,30.427626,30.906998,30.621037,30.526836,30.480827,30.448067,30.533398
image1047,120.85786437988281,132.84803771972656,15.929443359375,14.114471435546875,0.05513465404510498,0.062224388122558594,0.05878649740331627,0.1,0.1,0.1,17.646671,0.25198904,2.049318552017212,13.040863,17.353434,17.342941,17.225193,15.289832,11.963261,15.51092,17.41249,17.443436,17.441048,17.3913,17.41763,16.8722,17.526474,17.531473,17.560625,17.518162,17.340849,17.28335,17.601,17.579903,17.60699,17.586683,17.414509,17.344599,17.635262,17.630041,17.646992,17.634274,17.490742,16.402533,17.362804,17.57581,17.607565,17.586695,17.042332
image1049,130.60983276367188,132.71331787109375,11.075492858886719,9.823982238769531,0.03837493062019348,0.043263643980026245,0.04089240877311536,0.1,0.1,0.1,9.486129,0.1760401,2.9176886081695557,7.616207,7.937226,8.087884,8.148719,8.047707,7.855122,8.090967,8.395378,8.503727,8.5898695,8.607967,8.276753,8.365292,8.669827,8.783715,8.88657,8.93181,8.691896,8.554999,8.848319,8.974971,9.070851,9.106163,8.975609,8.685978,9.014137,9.126461,9.207645,9.226307,9.190529,8.811097,9.135179,9.23075,9.289856,9.338424,9.429384
image105,123.34440612792969,132.76380920410156,10.919189453125,9.883209228515625,0.03860628604888916,0.04265308380126953,0.04068003736629782,0.1,0.1,0.1,16.080921,0.22085221,2.714000701904297,15.516269,15.8490505,15.886068,15.906167,15.854999,15.74932,15.702743,15.9271965,15.9632635,15.997971,15.978355,15.9367895,15.749482,15.911702,15.954855,15.980522,15.957275,15.923971,15.725459,15.944855,15.99448,16.013565,15.990719,15.950163,15.617611,15.978706,16.056316,16.075008,16.042822,15.982124,15.436122,15.956359,16.04976,16.075897,16.042168,15.985623
image1050,106.43346405029297,132.86793518066406,27.105728149414062,26.24139404296875,0.10250544548034668,0.10588175058364868,0.10420727292224452,0.1,0.1,0.1,32.05074,0.5094004,1.1467822790145874,23.919802,30.776545,30.803722,30.595266,30.166542,22.614285,28.685843,31.385174,31.409487,31.238571,30.911594,29.680645,31.306574,31.595142,32.022896,31.963776,31.777449,31.10791,31.209438,31.690754,31.842873,31.688005,31.445868,30.836117,30.630201,31.569721,31.630613,31.370806,31.068262,29.979446,28.535412,31.302502,31.423443,31.106815,30.768476,27.330698
image1051,120.2000732421875,132.7169189453125,33.63525390625,42.47319793701172,0.16591092944145203,0.13138771057128906,0.1496481991159454,0.1,0.1,0.1,41.028187,0.7265861,0.6830911040306091,36.584515,36.640568,36.4345,36.15453,35.757538,25.942295,38.18454,38.03744,37.890816,37.68011,37.528183,37.76909,39.751194,39.65043,39.573242,39.427837,39.318813,39.16062,40.29999,40.226364,40.09149,39.937057,39.850563,39.57997,39.990894,39.857704,39.71234,39.530396,39.364315,39.750324,39.589966,39.493168,39.289665,39.080177,38.818764,33.449966
image1053,169.81021118164062,132.79299926757812,91.16606903076172,82.76923370361328,0.3233173191547394,0.35611745715141296,0.34011301956364154,0.1,0.1,0.1,31.59283,0.65012115,0.3614283800125122,8.762037,11.416842,23.650673,24.332476,18.366545,20.627213,10.507324,22.447012,25.6527,25.403921,25.37688,22.366215,11.92552,25.801575,26.730274,26.69957,26.764816,26.598343,26.113052,27.391603,27.668028,27.856358,28.02678,25.883804,17.39609,27.232262,28.588367,28.972729,29.29072,26.58365,19.569895,22.445305,24.444756,30.097069,26.902462,29.123316
image1056,124.92240905761719,132.851806640625,21.243438720703125,18.204925537109375,0.0711129903793335,0.08298218250274658,0.07727580479558371,0.1,0.1,0.1,18.128666,0.22321026,1.451250672340393,17.740023,17.771664,17.78107,17.63555,17.345701,11.195505,17.639965,17.78535,17.851454,17.851318,17.759771,17.585,17.726305,17.87217,17.932669,17.955284,17.913317,17.774632,17.802181,17.939772,17.987562,18.016983,18.01355,17.860193,17.814108,17.933634,17.985525,18.006023,18.02393,17.935822,17.711456,17.92709,17.970821,17.947248,17.975573,18.01531
image1058,108.63907623291016,132.39859008789062,17.161880493164062,15.180999755859375,0.059300780296325684,0.06703859567642212,0.06328805516849087,0.1,0.1,0.1,19.418934,0.27708235,2.0527780055999756,15.597651,15.9738455,18.628975,17.037481,13.441445,13.126594,16.138466,19.380997,18.831812,18.529808,18.636925,13.604818,18.637798,19.158367,18.992754,18.738174,18.365612,18.032276,19.308836,19.243587,19.099232,18.878088,18.505974,17.857542,19.319359,19.298477,19.155571,18.917416,18.578312,17.317282,17.817955,19.012857,19.094143,18.888918,17.903067,15.609714
image106,129.44117736816406,132.847900390625,17.1612548828125,14.246757507324219,0.05565139651298523,0.06703615188598633,0.061607319344078475,0.1,0.1,0.1,17.166002,0.24976464,1.8532975912094116,13.42401,16.219109,16.63727,16.662914,16.55715,15.824069,16.67205,16.73869,16.79684,16.78141,16.644945,16.243929,16.730774,16.858582,16.91771,16.93397,16.841213,16.528383,16.719282,16.914637,16.969158,17.028416,16.99383,16.715744,16.738764,16.959158,17.022345,17.096617,17.096195,16.789047,16.65713,17.004505,17.094677,17.146252,17.1394,16.376364
image1061,147.87472534179688,132.8294219970703,37.8934326171875,34.2896728515625,0.13394403457641602,0.14802122116088867,0.14115822029299047,0.1,0.1,0.1,32.72532,0.52653074,0.8528321385383606,22.78112,26.44371,30.577955,30.869808,31.046608,24.758017,23.899105,31.086964,31.549799,31.887459,31.704844,28.36224,31.172335,32.222965,32.655846,32.616287,31.891932,30.936066,30.941021,31.90617,32.219822,32.311787,31.917847,31.16681,27.320347,31.588354,31.977463,32.186836,31.98824,31.06016,28.693073,31.335659,31.79956,32.08454,32.119537,31.207745
image1062,131.0283203125,132.7149658203125,13.864067077636719,11.940185546875,0.04664134979248047,0.05415651202201843,0.05053881332627204,0.1,0.1,0.1,13.341813,0.2155164,2.337202548980713,9.94412,11.022271,11.99991,12.336129,12.392109,12.307788,12.463028,12.564413,12.633342,12.659674,12.6639595,12.653053,12.6565895,12.780234,12.796528,12.846736,12.859245,12.844196,12.761483,12.928072,12.944125,13.014031,13.04861,13.043314,12.774811,13.079809,13.127067,13.206285,13.236267,13.213257,12.684434,13.16963,13.242763,13.314034,13.284649,13.0546255
image1063,154.52719116210938,132.72299194335938,24.963104248046875,23.69721221923828,0.09256723523139954,0.0975121259689331,0.09507183533877508,0.1,0.1,0.1,14.737241,0.2812744,1.169535756111145,9.522772,10.900158,11.514692,12.110992,12.675724,13.31786,9.920463,11.117035,11.771403,12.423845,13.014467,13.608915,10.749748,11.393424,12.050538,12.705442,13.298573,13.849521,10.932612,11.623924,12.291571,12.968161,13.576045,14.076198,11.097182,11.870693,12.526408,13.194539,13.828745,14.267916,10.620926,11.525276,12.705858,13.42422,14.069809,14.452063
image1065,130.96099853515625,133.35951232910156,27.379791259765625,23.03839111328125,0.08999371528625488,0.10695230960845947,0.09883740517032828,0.1,0.1,0.1,21.584452,0.3095298,1.1332740783691406,13.618427,20.94674,20.982819,21.063229,21.098543,21.338276,20.686052,20.955425,21.10646,21.151793,21.119967,21.190937,20.746721,21.045826,21.16604,21.22187,21.243137,21.098955,20.9142,21.126675,21.241827,21.327381,21.380497,21.228737,20.92558,21.150133,21.29904,21.420795,21.488913,21.31822,20.671118,21.20873,21.358635,21.498486,21.58073,20.167755
image1067,127.11414337158203,133.2325439453125,18.377059936523438,18.71887969970703,0.07312062382698059,0.07178539037704468,0.07245608290692887,0.1,0.1,0.1,18.336592,0.2296832,1.2539383172988892,17.5591,17.747736,17.747051,17.645058,17.54899,17.398914,17.628586,17.728432,17.7104,17.620705,17.58271,17.527252,17.688984,17.773985,17.759422,17.700745,17.694437,17.72165,17.831337,17.854864,17.834192,17.808453,17.817814,17.863525,17.988005,17.991814,17.96613,17.947283,17.958199,18.01805,18.162088,18.235762,18.206764,18.197912,18.218147,18.19887
image1068,142.48666381835938,132.63064575195312,27.102783203125,24.15251922607422,0.09434577822685242,0.10587024688720703,0.10027371301888792,0.1,0.1,0.1,25.943827,0.40876088,1.2503995895385742,19.189102,20.287876,24.8362,25.454178,24.816202,20.960701,20.09821,24.406242,24.885471,25.173439,25.104975,22.041962,24.313667,25.072275,25.492634,25.565502,25.435574,24.86352,23.87814,25.1433,25.498386,25.643715,25.641237,25.425875,22.17539,25.158432,25.476383,25.712908,25.778643,25.391062,23.273376,25.130913,25.47097,25.797201,25.913944,25.103764
image1071,125.53433227539062,132.88497924804688,15.11029052734375,12.081428527832031,0.04719308018684387,0.05902457237243652,0.05343728549089517,0.1,0.1,0.1,12.780461,0.17323117,2.1875648498535156,11.550295,12.258612,12.293887,12.246881,11.598789,8.696433,11.96824,12.414188,12.442629,12.46714,12.388976,12.08253,12.190936,12.480424,12.517474,12.550118,12.474694,12.094627,12.321702,12.553979,12.5776205,12.614758,12.535774,12.132346,12.437069,12.646651,12.665016,12.697684,12.661806,12.174305,12.390998,12.690954,12.713409,12.773979,12.756173,12.082319
image1072,123.11146545410156,133.01998901367188,44.04034423828125,55.58550262451172,0.2171308696269989,0.17203259468078613,0.19588393014433375,0.1,0.1,0.1,41.329254,0.73238415,0.504225492477417,38.023098,37.773205,37.44435,36.96496,36.415894,22.609875,39.613163,39.33396,39.034172,38.655384,38.350677,38.732246,40.995476,40.93019,40.808056,40.56215,40.33457,40.13089,40.75239,40.624157,40.581596,40.383633,40.28643,40.16651,40.21016,40.169064,40.106773,39.96023,39.840725,39.966866,40.026905,40.04722,39.954147,39.808815,39.705585,31.781519
image1074,77.62322998046875,132.9126739501953,22.459075927734375,18.33978271484375,0.0716397762298584,0.0877307653427124,0.08009040119103615,0.1,0.1,0.1,25.85641,0.46332997,1.625612735748291,22.69019,22.045074,24.88015,24.581444,24.19217,18.974054,24.192528,24.908281,24.85016,24.67464,24.435513,19.558954,25.055378,25.087128,25.051266,24.899736,24.62667,24.260483,25.144966,25.351738,25.289333,25.12003,24.82697,24.399979,24.53485,25.582762,25.543236,25.300402,24.986374,23.489246,24.499184,25.80017,25.688997,25.512466,21.342512,20.632095
image1075,132.97698974609375,132.83322143554688,17.7005615234375,14.20379638671875,0.05548357963562012,0.06914281845092773,0.06268634999950208,0.1,0.1,0.1,19.160002,0.27560952,1.8605939149856567,15.585437,18.368723,18.555267,18.545288,18.47445,18.027872,18.47528,18.567282,18.649101,18.689316,18.614372,18.422874,18.604206,18.686913,18.76664,18.828974,18.766909,18.659672,18.652912,18.756145,18.82388,18.912127,18.922731,18.849613,18.585543,18.807528,18.878052,18.980137,19.040134,18.994698,18.55262,18.851126,18.934696,19.040606,19.13363,18.64505
