Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,midas_max,midas_max_relative,Target,dpt_1,dpt_2,dpt_3,dpt_4,dpt_5,dpt_6,dpt_7,dpt_8,dpt_9,dpt_10,dpt_11,dpt_12,dpt_13,dpt_14,dpt_15,dpt_16,dpt_17,dpt_18,dpt_19,dpt_20,dpt_21,dpt_22,dpt_23,dpt_24,dpt_25,dpt_26,dpt_27,dpt_28,dpt_29,dpt_30,dpt_31,dpt_32,dpt_33,dpt_34,dpt_35,dpt_36
image1022,97.41328430175781,132.83180236816406,29.338348388671875,26.112030029296875,0.10200011730194092,0.11460292339324951,0.10848468550880516,0.1,0.1,0.1,33.532494,0.50793374,1.1739120483398438,0.3583253,0.49009392,0.49208087,0.501522,0.35470518,0.31729645,0.35323048,0.49500954,0.49946386,0.4958756,0.4885557,0.3274742,0.48754433,0.49807498,0.5055434,0.50587696,0.498243,0.4857556,0.492369,0.5020978,0.50568765,0.5018707,0.4929939,0.47722146,0.43784803,0.49865776,0.50088924,0.49514562,0.48396716,0.37355232,0.43147883,0.4928811,0.4946938,0.48838454,0.48040715,0.39073154
image1024,105.97523498535156,132.73779296875,23.6514892578125,19.70592498779297,0.07697626948356628,0.09238862991333008,0.08503236148922622,0.1,0.1,0.1,24.151445,0.35349375,1.5352075099945068,0.27345836,0.3097596,0.3340532,0.33525336,0.24440186,0.23504247,0.28418535,0.33864444,0.3387558,0.33633807,0.33138788,0.26592103,0.3297961,0.3450756,0.34522173,0.34421158,0.33911335,0.33369383,0.34836736,0.34962994,0.35028547,0.34754968,0.3418466,0.33358988,0.33529297,0.35232165,0.35227397,0.34913188,0.34315488,0.30613878,0.33668792,0.34330526,0.3529585,0.34941804,0.34341612,0.29823327
image1026,245.30563354492188,132.0258026123047,18.301025390625,40.62384033203125,0.15868687629699707,0.0714883804321289,0.1230693163337378,0.1,0.1,0.1,44.253006,0.90727305,0.7335793972015381,0.7014224,0.83427554,0.8277084,0.8319634,0.83598447,0.8388363,0.7080771,0.8404521,0.8385822,0.84273416,0.84815514,0.85442436,0.8103572,0.8490982,0.85423326,0.8591363,0.8641058,0.8694875,0.8499603,0.86036575,0.8653571,0.87086725,0.876521,0.8811827,0.8569379,0.86840206,0.87786883,0.8824763,0.8878779,0.8930213,0.7645134,0.7735932,0.834577,0.8927716,0.89865756,0.90454185
image1027,116.38909912109375,132.8046112060547,19.077911376953125,16.25006103515625,0.0634768009185791,0.07452309131622314,0.06922064502077056,0.1,0.1,0.1,21.327936,0.2861868,1.7498624324798584,0.20053183,0.26944807,0.27455968,0.27244172,0.24834424,0.18068597,0.2498751,0.27574286,0.27668014,0.27649465,0.2739953,0.27844322,0.27716315,0.2797315,0.28053784,0.28076383,0.2784061,0.27386257,0.27990562,0.28269896,0.28325728,0.2836364,0.2812434,0.27609193,0.28186682,0.28501427,0.2848235,0.28486657,0.28230467,0.2770651,0.2653386,0.28332675,0.28607458,0.2857499,0.2833443,0.26999024
image1029,132.53494262695312,132.8471221923828,18.72071075439453,18.090118408203125,0.07066452503204346,0.07312777638435364,0.07190669919042426,0.1,0.1,0.1,22.111076,0.33299664,1.5596154928207397,0.2048595,0.31250736,0.31600916,0.3178088,0.31732208,0.31624877,0.3166213,0.32101223,0.32409087,0.3245622,0.3238942,0.32232773,0.32257006,0.3255073,0.32680094,0.32777765,0.32780161,0.32608378,0.32323366,0.32610726,0.32714567,0.32855865,0.32938522,0.3282177,0.32438132,0.32757154,0.32779738,0.32895735,0.33045045,0.33044818,0.3249262,0.3283919,0.32873067,0.32998437,0.33138734,0.33075526
image103,130.9150848388672,132.8038330078125,18.107177734375,22.03612518310547,0.08607861399650574,0.07073116302490234,0.07877951894501116,0.1,0.1,0.1,30.252193,0.5155179,1.3016608953475952,0.44219363,0.49348134,0.49489796,0.4910597,0.4896929,0.48837602,0.4948343,0.49862424,0.4991531,0.49769786,0.49752346,0.4961922,0.50500834,0.50660145,0.50842637,0.5080691,0.508257,0.5059162,0.5067963,0.50723225,0.50772685,0.50755477,0.50828403,0.50667167,0.50842416,0.5094998,0.5097574,0.5093953,0.5104173,0.509088,0.50629485,0.5126605,0.5136502,0.5135867,0.51425064,0.51197404
image1030,84.0047607421875,132.8150177001953,29.851165771484375,25.9326171875,0.10129928588867188,0.11660611629486084,0.10922117852991123,0.1,0.1,0.1,22.151905,0.44226035,1.098743200302124,0.3650198,0.34828174,0.3634489,0.39129174,0.3878102,0.25098974,0.40074232,0.40429434,0.39877662,0.39439416,0.38404727,0.25234327,0.4130476,0.41157344,0.40767425,0.40171406,0.39194787,0.37154222,0.41820273,0.42204544,0.41837576,0.41076633,0.40131217,0.38676363,0.40458828,0.4320182,0.42869997,0.42066002,0.4092393,0.40461487,0.41374856,0.43855152,0.43727243,0.43463954,0.30623198,0.29778787
image1031,128.1295928955078,132.69619750976562,10.684661865234375,8.13970947265625,0.03179574012756348,0.04173696041107178,0.03710082852588957,0.1,0.1,0.1,11.9167385,0.1616865,2.932664394378662,0.13843,0.15168275,0.15106738,0.14995314,0.14897524,0.14499782,0.14814983,0.15554385,0.15582564,0.15471601,0.15417634,0.1521516,0.14957137,0.1574089,0.157555,0.15695406,0.1565471,0.15536816,0.150477,0.15915167,0.15943873,0.15950139,0.15908213,0.15749569,0.15111735,0.16062886,0.1611246,0.16098304,0.16074939,0.15756766,0.15187602,0.16090776,0.1617463,0.1612375,0.16113655,0.15700826
image1032,126.48800659179688,132.83628845214844,11.150726318359375,9.847869873046875,0.038468241691589355,0.04355752468109131,0.041091748412463616,0.1,0.1,0.1,12.532562,0.15697439,2.2563629150390625,0.15370484,0.15562658,0.1553043,0.15434778,0.1532526,0.15147161,0.15517987,0.15610412,0.15547183,0.15467736,0.15366995,0.15193003,0.15398705,0.15539503,0.15531133,0.15455502,0.15369931,0.15210932,0.15333344,0.15549421,0.155266,0.15455726,0.15379788,0.15297417,0.15319838,0.15591158,0.1557608,0.15521862,0.15464807,0.1534733,0.15318948,0.15658052,0.1567935,0.15636481,0.15589759,0.1521188
image1033,137.43251037597656,132.827392578125,16.749114990234375,14.174224853515625,0.05536806583404541,0.06542623043060303,0.060606164466007716,0.1,0.1,0.1,21.123793,0.32676142,2.0462987422943115,0.2208079,0.28697544,0.30834737,0.3103757,0.31192702,0.28958035,0.3053046,0.310212,0.31322598,0.31455004,0.31481072,0.30902675,0.30799964,0.31451157,0.31714296,0.31922948,0.31989062,0.3181025,0.30722237,0.31565037,0.31899694,0.32204688,0.323615,0.32300174,0.3005827,0.31631255,0.32004064,0.32404977,0.3263145,0.32499743,0.2962176,0.31606525,0.32112145,0.32514158,0.32555968,0.31332126
image1036,88.99523162841797,132.54705810546875,36.0126953125,30.95794677734375,0.12092947959899902,0.14067459106445312,0.13117408205746253,0.1,0.1,0.1,33.67685,0.5326293,0.977948009967804,0.38566872,0.5077546,0.5126022,0.5111108,0.43882474,0.32922354,0.39957914,0.51033914,0.52133536,0.51877826,0.50863475,0.3408665,0.5034645,0.5176918,0.52598107,0.5293432,0.52093095,0.50401866,0.50595295,0.52170634,0.5281738,0.5298115,0.52126765,0.5002837,0.4514593,0.5226427,0.5281013,0.52490044,0.51357687,0.39005283,0.4709453,0.52119774,0.5235001,0.5176654,0.49427006,0.4087611
image1037,161.02745056152344,132.75027465820312,33.60272216796875,28.13666534423828,0.10990884900093079,0.13126063346862793,0.1210564103781681,0.1,0.1,0.1,27.487156,0.48087323,1.0763709545135498,0.3324696,0.32598346,0.45462513,0.46069497,0.46543092,0.3884707,0.34785184,0.45182142,0.4625235,0.4676384,0.46325907,0.4056064,0.449466,0.4632121,0.47218505,0.47133148,0.4683749,0.46195555,0.44932416,0.46396434,0.47264358,0.47377566,0.47228682,0.46988222,0.39699185,0.45975366,0.46932775,0.4737288,0.47521657,0.46002927,0.41336203,0.4498575,0.46736476,0.47232303,0.47539374,0.47114784
image1038,128.95518493652344,132.85818481445312,16.139373779296875,14.06591796875,0.05494499206542969,0.06304442882537842,0.05913354445231714,0.1,0.1,0.1,16.001629,0.21516332,1.885164499282837,0.12832436,0.17964767,0.20208459,0.20300174,0.20268664,0.19521143,0.20203538,0.20399816,0.20541784,0.20597146,0.20492622,0.20245089,0.20222601,0.2062612,0.2080142,0.20925663,0.20878807,0.20665053,0.20354494,0.20795177,0.20988446,0.21164276,0.21212667,0.20945984,0.20444497,0.20952952,0.21147685,0.21352565,0.21446481,0.21115847,0.20484579,0.21094458,0.21293187,0.21457085,0.21476042,0.20546503
image1039,142.81985473632812,132.72328186035156,13.91558837890625,12.190399169921875,0.047618746757507324,0.05435776710510254,0.05109947107068811,0.1,0.1,0.1,17.079311,0.2784306,2.5791540145874023,0.18765236,0.219537,0.25453272,0.26374403,0.26253304,0.2311346,0.22722894,0.26131877,0.26695517,0.2694679,0.26995432,0.25962308,0.2520001,0.2637066,0.26822618,0.27117783,0.27254337,0.26971114,0.2525044,0.265748,0.27003956,0.27328536,0.2755093,0.275829,0.2380583,0.26644862,0.27194846,0.27517807,0.27787724,0.27674454,0.22963206,0.26088727,0.27198374,0.275184,0.2727191,0.26808974
image104,126.47948455810547,132.70779418945312,11.202774047851562,8.25262451171875,0.03223681449890137,0.043760836124420166,0.03843320821467376,0.1,0.1,0.1,9.980224,0.13794772,2.8920044898986816,0.13179974,0.13473246,0.13425756,0.1333367,0.13262442,0.13046338,0.13621946,0.13687779,0.13580392,0.13484721,0.13419865,0.13275382,0.13600674,0.13701798,0.13624966,0.13517341,0.13460717,0.1334554,0.13618068,0.13742624,0.13673045,0.13571346,0.13519418,0.13427874,0.13568887,0.1377545,0.1373401,0.13651039,0.13583264,0.13505675,0.13354884,0.13787661,0.1376782,0.13683142,0.13641071,0.13529196
image1040,127.41957092285156,132.81951904296875,11.18389892578125,13.812896728515625,0.05395662784576416,0.04368710517883301,0.04909114404550331,0.1,0.1,0.1,19.224634,0.28181478,1.9670442342758179,0.26476747,0.26494044,0.26470372,0.2638197,0.26250458,0.25783,0.27026924,0.26965523,0.26887643,0.2680374,0.26748645,0.26638997,0.27335066,0.2727013,0.27225506,0.2716225,0.27148157,0.2709405,0.2739574,0.274842,0.27401832,0.27381867,0.27454194,0.2747251,0.27586988,0.27684647,0.2760968,0.27617767,0.27753532,0.27822024,0.2771321,0.2789322,0.27880037,0.27923572,0.2803375,0.27986887
image1041,155.82208251953125,132.36294555664062,21.840789794921875,19.00743865966797,0.074247807264328,0.08531558513641357,0.07997338917017782,0.1,0.1,0.1,22.160755,0.39708927,1.6115611791610718,0.24564368,0.25519294,0.37448335,0.37542102,0.2943485,0.304653,0.25549236,0.35870096,0.3728653,0.37670025,0.3765391,0.31458098,0.3208469,0.36889163,0.37746498,0.3823611,0.38417947,0.38496956,0.3610149,0.37119162,0.38113096,0.38728073,0.3904693,0.39094448,0.29047206,0.37230617,0.3832077,0.3907576,0.39526603,0.38288382,0.2986518,0.32474956,0.38361415,0.39313176,0.3944435,0.3551871
image1043,46.9235725402832,132.27349853515625,20.218284606933594,15.4417724609375,0.06031942367553711,0.07897767424583435,0.07027056959293156,0.1,0.1,0.1,25.046665,0.8167521,1.5669742822647095,0.8025304,0.8026581,0.799644,0.7957287,0.78802043,0.77796155,0.80466104,0.8025377,0.79978615,0.79503876,0.78911763,0.78343636,0.80436814,0.8043551,0.8019916,0.79734033,0.79205257,0.7842943,0.80573785,0.8070003,0.8049067,0.7998957,0.79445076,0.7836207,0.8086138,0.8110093,0.80895543,0.8031653,0.79558355,0.7847317,0.81339455,0.816155,0.8146887,0.8086835,0.79806864,0.7863515
image1045,187.15594482421875,132.49166870117188,44.486663818359375,36.74726104736328,0.14354398846626282,0.1737760305404663,0.15937845747654178,0.1,0.1,0.1,29.615938,0.5790027,0.7876854538917542,0.3225274,0.48768553,0.49979463,0.5103225,0.44977015,0.47570187,0.336377,0.49743456,0.51685643,0.5188159,0.51976293,0.5084619,0.36290193,0.51272327,0.5278475,0.5321765,0.53586733,0.539793,0.50192267,0.5255794,0.5373731,0.54346734,0.54852206,0.55132604,0.4951894,0.5335764,0.5469577,0.5567013,0.56163955,0.5350788,0.40878406,0.45380533,0.5582525,0.5662003,0.5731788,0.543201
image1046,123.97810363769531,132.72666931152344,20.143463134765625,26.22894287109375,0.10245680809020996,0.07868540287017822,0.09134766047599786,0.1,0.1,0.1,30.921717,0.5310394,1.1393687725067139,0.51915175,0.5068145,0.50663483,0.507225,0.50832766,0.51638955,0.5180108,0.5159543,0.51514643,0.51533926,0.5164403,0.5235401,0.5253404,0.52557564,0.52624136,0.52655464,0.52636695,0.5244575,0.5302089,0.5239859,0.52401745,0.52410257,0.5242372,0.5224439,0.5324239,0.52329314,0.5223486,0.52236176,0.52253723,0.52089655,0.5307372,0.52486694,0.5229331,0.5219887,0.5213161,0.52306783
image1047,120.85786437988281,132.84803771972656,15.929443359375,14.114471435546875,0.05513465404510498,0.062224388122558594,0.05878649740331627,0.1,0.1,0.1,17.646671,0.25198904,2.049318552017212,0.1687298,0.24668817,0.24649851,0.24436997,0.20938443,0.14924996,0.21338102,0.24775575,0.24831514,0.24827197,0.24737269,0.24784864,0.2379889,0.24981622,0.2499066,0.25043356,0.24966596,0.24646068,0.24542128,0.25116342,0.25078204,0.25127172,0.25090462,0.24779223,0.24652846,0.25178277,0.25168842,0.25199482,0.25176492,0.24917029,0.22949873,0.24685757,0.25070807,0.2512821,0.25090483,0.24106438
image1049,130.60983276367188,132.71331787109375,11.075492858886719,9.823982238769531,0.03837493062019348,0.043263643980026245,0.04089240877311536,0.1,0.1,0.1,9.486129,0.1760401,2.9176886081695557,0.13120052,0.13889836,0.14251104,0.14396983,0.14154762,0.13692956,0.14258498,0.14988457,0.1524827,0.15454835,0.15498233,0.14704002,0.14916311,0.1564657,0.15919665,0.16166304,0.16274787,0.1569949,0.15371218,0.16074581,0.16378284,0.166082,0.16692875,0.16379814,0.15685298,0.16472203,0.16741548,0.16936223,0.16980973,0.1689518,0.15985325,0.16762452,0.16991627,0.1713336,0.17249821,0.1746794
image105,123.34440612792969,132.76380920410156,10.919189453125,9.883209228515625,0.03860628604888916,0.04265308380126953,0.04068003736629782,0.1,0.1,0.1,16.080921,0.22085221,2.714000701904297,0.21000524,0.21639797,0.21710908,0.21749519,0.21651225,0.21448216,0.2135874,0.21789916,0.21859202,0.21925873,0.21888192,0.21808346,0.21448527,0.21760152,0.21843047,0.21892354,0.21847697,0.2178372,0.21402378,0.21823837,0.21919167,0.2195583,0.21911941,0.21834034,0.211952,0.21888866,0.22037955,0.22073862,0.22012033,0.21895432,0.20846562,0.21845938,0.22025362,0.2207557,0.22010775,0.21902156
image1050,106.43346405029297,132.86793518066406,27.105728149414062,26.24139404296875,0.10250544548034668,0.10588175058364868,0.10420727292224452,0.1,0.1,0.1,32.05074,0.5094004,1.1467822790145874,0.36133626,0.48619738,0.48669228,0.4828963,0.47508925,0.33756283,0.44812575,0.4972805,0.49772322,0.49461088,0.4886566,0.46624106,0.4958492,0.501104,0.5088934,0.5078168,0.5044238,0.49223152,0.49408036,0.5028451,0.5056152,0.50279504,0.49838573,0.4872822,0.48353246,0.5006411,0.50174993,0.49701884,0.49150953,0.47168222,0.4453864,0.49577504,0.49797738,0.49221158,0.48605046,0.4234486
image1051,120.2000732421875,132.7169189453125,33.63525390625,42.47319793701172,0.16591092944145203,0.13138771057128906,0.1496481991159454,0.1,0.1,0.1,41.028187,0.7265861,0.6830911040306091,0.6450854,0.64611346,0.64233404,0.6371991,0.629918,0.44989812,0.6744312,0.6717333,0.6690441,0.66517955,0.6623931,0.66681147,0.703165,0.70131683,0.69990116,0.69723433,0.6952347,0.6923334,0.7132304,0.71187997,0.7094063,0.70657384,0.70498747,0.7000246,0.70756125,0.7051185,0.70245236,0.69911534,0.6960693,0.703149,0.7002079,0.69843256,0.6947001,0.69085795,0.6860634,0.58759516
image1053,169.81021118164062,132.79299926757812,91.16606903076172,82.76923370361328,0.3233173191547394,0.35611745715141296,0.34011301956364154,0.1,0.1,0.1,31.59283,0.65012115,0.3614283800125122,0.16378063,0.22033317,0.48093766,0.4954614,0.36837542,0.41653204,0.20095865,0.45529732,0.5235848,0.5182853,0.51770926,0.4535762,0.231169,0.5267561,0.5465392,0.54588515,0.547275,0.54372877,0.5333912,0.5606268,0.5665152,0.57052696,0.5741573,0.5285077,0.34770283,0.5572325,0.5861202,0.59430784,0.60108167,0.54341584,0.3940091,0.45526096,0.4978532,0.6182585,0.55020714,0.59751564
image1056,124.92240905761719,132.851806640625,21.243438720703125,18.204925537109375,0.0711129903793335,0.08298218250274658,0.07727580479558371,0.1,0.1,0.1,18.128666,0.22321026,1.451250672340393,0.21663643,0.21717164,0.21733075,0.21486929,0.20996657,0.10593715,0.21494399,0.21740316,0.21852128,0.21851899,0.21697049,0.21401425,0.21640441,0.21887168,0.219895,0.22027755,0.21956767,0.21722184,0.21768785,0.22001515,0.22082353,0.22132117,0.2212631,0.2186691,0.21788958,0.21991134,0.22078906,0.2211358,0.22143868,0.21994834,0.21615325,0.21980064,0.22054036,0.22014162,0.22062072,0.22129288
image1058,108.63907623291016,132.39859008789062,17.161880493164062,15.180999755859375,0.059300780296325684,0.06703859567642212,0.06328805516849087,0.1,0.1,0.1,19.418934,0.27708235,2.0527780055999756,0.20526245,0.2123329,0.2622353,0.23232365,0.16473718,0.15881963,0.2154269,0.27636933,0.26604757,0.26037148,0.2623847,0.16780774,0.26240113,0.2721851,0.2690724,0.26428768,0.25728548,0.25102052,0.2750131,0.27378675,0.27107364,0.26691732,0.25992352,0.24773644,0.27521086,0.2748184,0.27213252,0.26765645,0.2612831,0.23758242,0.24699242,0.26945025,0.270978,0.26712087,0.24859206,0.20548914
image106,129.44117736816406,132.847900390625,17.1612548828125,14.246757507324219,0.05565139651298523,0.06703615188598633,0.061607319344078475,0.1,0.1,0.1,17.166002,0.24976464,1.8532975912094116,0.17619982,0.23114939,0.23937014,0.23987429,0.23779504,0.22338322,0.2400539,0.24136397,0.24250719,0.24220383,0.23952103,0.23163734,0.24120836,0.24372096,0.24488337,0.24520303,0.24337952,0.23722951,0.24098244,0.24482296,0.24589482,0.24705978,0.24637985,0.24091288,0.24136543,0.24569823,0.24694043,0.24840057,0.24839227,0.24235398,0.23976056,0.24658972,0.24836242,0.24937634,0.24924167,0.23424092
image1061,147.87472534179688,132.8294219970703,37.8934326171875,34.2896728515625,0.13394403457641602,0.14802122116088867,0.14115822029299047,0.1,0.1,0.1,32.72532,0.52653074,0.8528321385383606,0.34660083,0.41287157,0.48767644,0.4929572,0.49615622,0.3823707,0.3668296,0.4968864,0.50526094,0.51137054,0.5080663,0.44758537,0.49843112,0.51744115,0.5252737,0.52455795,0.5114515,0.49415606,0.49424574,0.5117091,0.5173843,0.51904833,0.5119204,0.49833113,0.4287334,0.50595856,0.51299906,0.51678747,0.513194,0.49640143,0.45357147,0.5013863,0.5097801,0.51493657,0.51556975,0.4990718
image1062,131.0283203125,132.7149658203125,13.864067077636719,11.940185546875,0.04664134979248047,0.05415651202201843,0.05053881332627204,0.1,0.1,0.1,13.341813,0.2155164,2.337202548980713,0.14988033,0.17070788,0.18959375,0.19608878,0.19717018,0.19554128,0.19854018,0.20049873,0.20183028,0.20233895,0.20242174,0.20221107,0.20227937,0.20466793,0.20498268,0.20595258,0.20619425,0.20590353,0.2043057,0.20752382,0.20783395,0.20918438,0.20985235,0.20975006,0.20456316,0.21045506,0.21136798,0.21289831,0.21347749,0.21303298,0.20281726,0.21219021,0.21360298,0.21497978,0.21441212,0.20996857
image1063,154.52719116210938,132.72299194335938,24.963104248046875,23.69721221923828,0.09256723523139954,0.0975121259689331,0.09507183533877508,0.1,0.1,0.1,14.737241,0.2812744,1.169535756111145,0.1378162,0.17571025,0.19261706,0.20902221,0.22455886,0.242225,0.14875731,0.18167688,0.19967958,0.21762928,0.23387821,0.2502324,0.17157225,0.18928078,0.20735902,0.22537646,0.24169439,0.25685185,0.17660312,0.19562219,0.2139902,0.23260425,0.24932809,0.26308808,0.1811307,0.2024112,0.22045094,0.23883227,0.25628027,0.26836255,0.16802815,0.19290823,0.2253879,0.24515115,0.2629123,0.2734287
image1065,130.96099853515625,133.35951232910156,27.379791259765625,23.03839111328125,0.08999371528625488,0.10695230960845947,0.09883740517032828,0.1,0.1,0.1,21.584452,0.3095298,1.1332740783691406,0.1613675,0.29766884,0.29833987,0.29983544,0.3004923,0.30495113,0.29282025,0.29783037,0.30063954,0.30148268,0.30089074,0.30221075,0.29394865,0.29951176,0.30174768,0.30278608,0.30318162,0.30049995,0.29706362,0.3010155,0.30315724,0.3047485,0.30573642,0.30291378,0.29727527,0.3014518,0.30422136,0.30648595,0.30775288,0.3045781,0.29254246,0.30254167,0.3053298,0.30793092,0.3094606,0.2831803
