Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,Target
image496,131.74085998535156,133.38400268554688,36.858612060546875,31.08197784423828,8.23628410273303,6.945459573449867,7.508902939376338,0.1,0.1,0.1,0.8538241982460022
image11,80.07432556152344,132.39349365234375,29.84765625,24.936859130859375,10.265927984619358,8.57688784190551,9.308384646642743,0.1,0.1,0.1,1.23855459690094
image645,123.94223022460938,132.858154296875,15.967193603515625,14.14117431640625,18.10316415539797,16.032873800918555,16.974050860807704,0.1,0.1,0.1,1.9428558349609375
image1403,152.65289306640625,132.33583068847656,26.9144287109375,22.97918701171875,11.140515975149473,9.511626746733308,10.230063215513887,0.1,0.1,0.1,1.3478068113327026
image906,129.0359344482422,132.8033447265625,18.0479736328125,24.17700958251953,10.58857172249678,14.184417885815934,11.999769805377216,0.1,0.1,0.1,1.2236130237579346
image19,126.94447326660156,132.87484741210938,18.23675537109375,15.986869812011719,16.013140971952787,14.037584800077646,14.92820176745003,0.1,0.1,0.1,1.5687979459762573
image765,126.43202209472656,132.78656005859375,17.09442138671875,14.00341796875,18.281251089647476,14.97564580915826,16.383434513715102,0.1,0.1,0.1,1.6944435834884644
image1964,110.51194763183594,132.90692138671875,29.076507568359375,26.40826416015625,9.693935142705923,8.804358618315476,9.217105515263642,0.1,0.1,0.1,1.0929899215698242
image1159,93.75333404541016,132.60235595703125,10.559982299804688,9.676322937011719,26.45633074324191,24.242464876549544,25.276973625023427,0.1,0.1,0.1,2.890577554702759
image639,127.70915222167969,132.25863647460938,11.425018310546875,8.86724853515625,28.870285859816494,22.406966277128546,25.03320981643529,0.1,0.1,0.1,2.6463353633880615
image1970,92.89347839355469,132.86587524414062,30.08056640625,26.09528350830078,9.810201905588329,8.51047804561318,9.091387479955737,0.1,0.1,0.1,1.1884914636611938
image1877,127.88568115234375,132.60545349121094,10.166229248046875,9.978607177734375,25.65488303530196,25.18141129359073,25.414840017203247,0.1,0.1,0.1,2.562016010284424
image1990,130.93223571777344,132.84451293945312,15.854583740234375,14.031097412109375,18.24518727801449,16.14674999951879,17.100148853873137,0.1,0.1,0.1,2.0179853439331055
image1024,105.97523498535156,132.73779296875,23.6514892578125,19.70592498779297,12.991016669280013,10.823842727596476,11.76022848814686,0.1,0.1,0.1,1.5352075099945068
image1858,124.72953796386719,133.3997802734375,35.822540283203125,29.18103790283203,8.772820242118772,7.146338533675574,7.83569731409099,0.1,0.1,0.1,0.8487255573272705
image1171,81.25038146972656,132.78054809570312,72.59268188476562,64.61139678955078,3.9621492913058547,3.5265262744580377,3.725369760482243,0.1,0.1,0.1,0.4559076130390167
image311,134.517822265625,132.83111572265625,28.776153564453125,34.54449462890625,7.41073223823583,8.896254999008418,8.052486416674375,0.1,0.1,0.1,0.8468577265739441
image1997,131.21731567382812,132.79470825195312,16.347564697265625,14.16632080078125,18.07102942253588,15.659824857143391,16.736539652422916,0.1,0.1,0.1,1.9750770330429077
image762,192.0125274658203,132.4530029296875,28.1280517578125,22.88813018798828,11.184836764619117,9.10123467505696,9.983508752143942,0.1,0.1,0.1,1.3356001377105713
image818,143.9457550048828,132.2310333251953,11.55352783203125,10.989990234375,23.293924247473065,22.157734306075767,22.704535379780335,0.1,0.1,0.1,2.819284200668335
image325,74.44186401367188,132.80868530273438,11.196044921875,10.087715148925781,25.37740174267915,22.865217296495782,24.023349836270974,0.1,0.1,0.1,2.419877290725708
image1182,130.4488983154297,132.736328125,15.0198974609375,12.086982727050781,21.179810195895257,17.044057768422423,18.77859436919328,0.1,0.1,0.1,2.1090195178985596
image1701,109.99951171875,132.72003173828125,21.293182373046875,17.82939910888672,14.358307783485634,12.022627501845257,13.036077467536703,0.1,0.1,0.1,1.6882164478302002
image89,125.94172668457031,132.8397216796875,14.090911865234375,11.941581726074219,21.437696100260222,18.167738358481454,19.601034078422213,0.1,0.1,0.1,2.0881943702697754
image1939,166.2609100341797,132.53013610839844,14.4200439453125,12.569122314453125,20.36737280419555,17.753066562825385,18.926120067608988,0.1,0.1,0.1,2.212379217147827
image1584,129.29714965820312,132.72267150878906,12.586944580078125,11.940643310546875,21.439380889460246,20.33853397632192,20.86721077497761,0.1,0.1,0.1,2.139512062072754
image538,128.095947265625,134.9829559326172,82.2200927734375,94.1912841796875,2.717873550928896,3.113594151558837,2.8956476989083324,0.1,0.1,0.1,0.2606900930404663
image736,118.38861083984375,132.46188354492188,13.025421142578125,11.160247802734375,22.938558760073175,19.653875079952297,21.106889449203095,0.1,0.1,0.1,2.6407339572906494
image378,128.0357666015625,132.86300659179688,17.43122100830078,14.029632568359375,18.24709227078045,14.686291905661244,16.17989446498666,0.1,0.1,0.1,1.8474129438400269
image1389,124.64093017578125,133.46795654296875,38.48077392578125,39.509521484375,6.479450785078261,6.652672851480406,6.564348300342667,0.1,0.1,0.1,0.6700296401977539
image1740,123.95120239257812,132.8463592529297,11.59588623046875,9.851837158203125,25.985001161620072,22.076794728060342,23.793461954940504,0.1,0.1,0.1,2.7652366161346436
image1129,127.92182922363281,132.79541015625,18.01617431640625,24.13652801513672,10.60633077961565,14.209453988623775,12.0202729176332,0.1,0.1,0.1,1.245531678199768
image1272,133.4170684814453,132.86163330078125,13.046417236328125,11.910087585449219,21.4943843328877,19.62224535385551,20.49445979441922,0.1,0.1,0.1,2.4384355545043945
image977,126.48567199707031,132.81752014160156,11.00665283203125,11.838043212890625,21.625195599998968,23.25866036720955,22.397377201902845,0.1,0.1,0.1,2.122969388961792
image1357,124.12540435791016,132.8880615234375,15.363632202148438,12.25848388671875,20.88349606408986,16.662726406858475,18.41984945525562,0.1,0.1,0.1,2.156245470046997
image1573,127.00775146484375,132.5570068359375,7.92315673828125,7.492767333984375,34.16628177400895,32.310354124779494,33.19947457714591,0.1,0.1,0.1,2.858851671218872
image567,101.75405883789062,132.7100067138672,14.166671752929688,12.134552001953125,21.09678214397988,18.070581747407175,19.408929043574105,0.1,0.1,0.1,2.4156951904296875
image1834,139.67564392089844,132.7138671875,27.68316650390625,30.43878173828125,8.410323455161226,9.247497029065551,8.799180826906476,0.1,0.1,0.1,0.9826518297195435
image105,123.34440612792969,132.76380920410156,10.919189453125,9.883209228515625,25.902517500223865,23.444963666852992,24.58208164844189,0.1,0.1,0.1,2.714000701904297
image773,126.9925537109375,132.23641967773438,8.137298583984375,8.664764404296875,29.54494641228203,31.460072081397225,30.457444108618517,0.1,0.1,0.1,2.758167266845703
image400,133.61203002929688,132.40463256835938,18.694580078125,15.1451416015625,16.90311036600601,13.69380852258629,15.047598791229762,0.1,0.1,0.1,1.8337481021881104
image573,135.67349243164062,132.83059692382812,24.6474609375,20.01141357421875,12.792699478752056,10.386465390863346,11.403406499257262,0.1,0.1,0.1,1.3518764972686768
image67,162.06564331054688,132.821044921875,27.81005859375,24.43444061279297,10.47701496657009,9.205302431744359,9.77968243057217,0.1,0.1,0.1,1.2894268035888672
image197,162.4482421875,132.92686462402344,10.86309814453125,10.22381591796875,25.039574465544725,23.56602109213905,24.26931095166765,0.1,0.1,0.1,2.4980850219726562
image1160,129.9276885986328,132.39854431152344,15.91455078125,12.75933837890625,20.063736253222928,16.085908017058877,17.748835354161425,0.1,0.1,0.1,2.0173072814941406
image778,100.58541870117188,132.90744018554688,21.192413330078125,18.198333740234375,14.067221958569434,12.079794595014926,12.960590542214867,0.1,0.1,0.1,1.7036696672439575
image1209,100.51605224609375,131.66055297851562,36.96307373046875,42.68206787109375,5.997834987122892,6.925830948657784,6.412005961884088,0.1,0.1,0.1,0.6177269816398621
image1196,37.02354431152344,132.6804962158203,31.88823699951172,24.6182861328125,10.398774253370556,8.028038677833457,8.986828439763585,0.1,0.1,0.1,1.2372876405715942
image515,123.58387756347656,132.38717651367188,10.770751953125,8.91851806640625,28.704320392003886,23.768071265045222,25.889704555762965,0.1,0.1,0.1,2.900733470916748
image647,42.13422393798828,132.60919189453125,63.99143981933594,49.85216522216797,5.135183173270946,4.000535082860347,4.463107068639412,0.1,0.1,0.1,0.5754038095474243
image1067,127.11414337158203,133.2325439453125,18.377059936523438,18.71887969970703,13.676032118738743,13.930411114958247,13.801463726441268,0.1,0.1,0.1,1.2539383172988892
image1906,140.88356018066406,132.65933227539062,17.681060791015625,15.700614929199219,16.30509385488488,14.478769290249977,15.310834733258154,0.1,0.1,0.1,1.9403257369995117
image1904,133.46347045898438,132.44100952148438,13.1484375,10.840766906738281,23.614565482528587,19.469994058229354,21.24486317711758,0.1,0.1,0.1,2.6105380058288574
image203,121.97642517089844,132.7152862548828,13.533843994140625,11.798370361328125,21.69791184374911,18.915542406934293,20.16415499234388,0.1,0.1,0.1,2.3082709312438965
image64,127.58523559570312,132.77786254882812,15.1199951171875,16.39276123046875,15.616649105105015,16.931222398940765,16.23415295155643,0.1,0.1,0.1,1.6297833919525146
image144,121.29661560058594,132.71554565429688,10.76788330078125,10.046867370605469,25.480579225021888,23.774403273986657,24.583196227237167,0.1,0.1,0.1,2.8600945472717285
image367,107.60981750488281,132.71058654785156,26.969390869140625,23.604156494140625,10.845547480739171,9.492242566476527,10.101530763048483,0.1,0.1,0.1,1.3047828674316406
image230,126.42160034179688,133.67999267578125,36.590118408203125,42.30693817138672,6.051016950527974,6.996424475702365,6.47249979689849,0.1,0.1,0.1,0.5843352675437927
image990,119.33106994628906,132.691162109375,14.58544921875,12.121223449707031,21.119980261248916,17.551739144990123,19.090146594267058,0.1,0.1,0.1,2.377016305923462
image851,125.43992614746094,132.88294982910156,14.946990966796875,18.056060791015625,14.17806480400094,17.12719306305037,15.445332036237827,0.1,0.1,0.1,1.5809961557388306
image1771,116.60360717773438,132.84779357910156,31.028472900390625,28.28106689453125,9.051992308306554,8.250486603766348,8.6234280386521,0.1,0.1,0.1,1.0534387826919556
image1892,235.2335205078125,130.8640899658203,38.31805419921875,52.689178466796875,4.858682702014863,6.680923792973274,5.557067134378464,0.1,0.1,0.1,0.5424198508262634
image1832,141.22816467285156,132.33224487304688,21.914337158203125,18.971435546875,13.493970942128765,11.68185002137618,12.490379455976658,0.1,0.1,0.1,1.5767124891281128
image1041,155.82208251953125,132.36294555664062,21.840789794921875,19.00743865966797,13.468411214353061,11.721187850977882,12.50415932569857,0.1,0.1,0.1,1.6115611791610718
image1371,127.72308349609375,132.72479248046875,12.404815673828125,10.0736083984375,25.412939422948753,20.63714663169988,22.655885806704596,0.1,0.1,0.1,2.451620578765869
image1033,137.43251037597656,132.827392578125,16.749114990234375,14.174224853515625,18.06095237275035,15.284389661738045,16.499971724177854,0.1,0.1,0.1,2.0462987422943115
image1639,120.26316833496094,133.25894165039062,32.79498291015625,31.09478759765625,8.232891097776653,7.806072066002498,8.01096641462842,0.1,0.1,0.1,0.8931790590286255
image926,125.10861206054688,128.72201538085938,84.98455810546875,88.56816864013672,2.890428964836783,3.0123119506286686,2.949483397684584,0.1,0.1,0.1,0.26208898425102234
image1480,127.307373046875,132.78228759765625,10.6768798828125,8.23260498046875,31.09586827102007,23.977042245469615,26.852950378093418,0.1,0.1,0.1,2.8706085681915283
image379,128.00238037109375,132.7895965576172,15.89373779296875,16.067138671875,15.93314187597818,16.106972653924878,16.01934994958356,0.1,0.1,0.1,1.674170970916748
image330,150.58938598632812,132.80613708496094,15.03082275390625,13.92010498046875,18.39066590080985,17.031669136905368,17.672097079001812,0.1,0.1,0.1,2.3015522956848145
image310,139.39273071289062,132.9319610595703,27.07392120361328,25.91729736328125,9.877573128542798,9.455593745535253,9.659677540525273,0.1,0.1,0.1,1.1445729732513428
image615,141.97972106933594,132.7801055908203,14.381256103515625,12.125274658203125,21.11292380719871,17.800948551178262,19.246411803229215,0.1,0.1,0.1,2.4732584953308105
image1346,140.6204071044922,132.41835021972656,41.217193603515625,36.50335693359375,7.013053634100299,6.21100025544108,6.575620944474154,0.1,0.1,0.1,0.8106332421302795
image1253,128.4152069091797,132.81137084960938,15.1971435546875,16.090362548828125,15.910144922038732,16.84527089441343,16.357694917710354,0.1,0.1,0.1,1.746283769607544
image930,244.02700805664062,127.00116729736328,21.12213134765625,80.29667663574219,3.188176780482688,12.119989019403869,4.360424295668047,0.1,0.1,0.1,0.26647111773490906
image1958,132.6399383544922,132.76731872558594,18.95013427734375,16.0576171875,15.942589551784954,13.50913910441608,14.575663689745024,0.1,0.1,0.1,1.698095679283142
image629,143.00494384765625,132.46762084960938,18.260772705078125,16.753326416015625,15.280547495049847,14.019121979915404,14.609148022568238,0.1,0.1,0.1,1.842311978340149
image1950,120.38992309570312,133.145751953125,34.829315185546875,35.10533905029297,7.2923380581297526,7.350130160073671,7.321063036678294,0.1,0.1,0.1,0.7994390726089478
image181,152.2310028076172,132.74420166015625,53.355194091796875,48.64202880859375,5.26293837387744,4.798033337851898,5.014393876543308,0.1,0.1,0.1,0.5923275351524353
image295,129.5229034423828,132.7716827392578,10.867462158203125,9.86932373046875,25.938960661475953,23.556557756841382,24.661869817167904,0.1,0.1,0.1,2.588627338409424
image474,127.93759155273438,132.53131103515625,20.129913330078125,26.68792724609375,9.592352288710249,12.717392062363462,10.830267644158619,0.1,0.1,0.1,1.0853822231292725
image1344,141.4381561279297,132.56436157226562,24.97705078125,20.61298370361328,12.419356832612513,10.249408636834595,11.179422165424441,0.1,0.1,0.1,1.4199124574661255
image622,127.98854064941406,132.806884765625,16.024200439453125,14.323432922363281,17.87281033726945,15.97583610909555,16.844735081393647,0.1,0.1,0.1,1.8171902894973755
image1283,127.009033203125,132.83233642578125,8.090972900390625,9.4871826171875,26.983774881303155,31.640199905704858,29.035612936764434,0.1,0.1,0.1,2.631293773651123
image1138,128.52822875976562,132.83607482910156,15.2303466796875,14.152557373046875,18.088603582525966,16.808547131853775,17.413387817417934,0.1,0.1,0.1,1.869652509689331
image1356,140.4952850341797,132.82839965820312,37.41448974609375,32.16826629638672,7.958153468430938,6.842268910716005,7.337320027083567,0.1,0.1,0.1,0.9117171764373779
image1527,128.894775390625,132.80726623535156,11.613983154296875,9.82464599609375,26.05691849882274,22.042394637475137,23.79937334545044,0.1,0.1,0.1,2.711111307144165
image1696,193.41632080078125,132.5454864501953,28.70550537109375,22.87347412109375,11.192003394181327,8.91814990506282,9.863672105915798,0.1,0.1,0.1,1.33250892162323
image1053,169.81021118164062,132.79299926757812,91.16606903076172,82.76923370361328,3.092936693321402,2.808062283716754,2.940199117584445,0.1,0.1,0.1,0.3614283800125122
image1613,126.04869842529297,132.85507202148438,12.134689331054688,9.956169128417969,25.712701009597886,21.096543390266568,23.06512289452865,0.1,0.1,0.1,2.6442313194274902
image1762,129.04669189453125,132.7962646484375,27.937896728515625,34.25279998779297,7.473841557222575,9.163180839547817,8.190625913029912,0.1,0.1,0.1,0.8193758726119995
image1756,6.760618686676025,122.58717346191406,12.831988334655762,86.1136474609375,2.9728156633491296,19.950142824601283,4.158283090059898,0.1,0.1,0.1,0.2959091067314148
image1080,128.69976806640625,132.7627410888672,16.51959991455078,12.158477783203125,21.05526732578832,15.496743342707124,17.650434855600857,0.1,0.1,0.1,1.9505012035369873
image1792,101.48932647705078,132.77828979492188,13.033615112304688,11.6220703125,22.02705654986976,19.64151908692756,20.73205364458133,0.1,0.1,0.1,2.6491825580596924
image1899,117.59660339355469,132.87686157226562,24.79754638671875,22.240936279296875,11.510306795775469,10.323602021251197,10.868663223980898,0.1,0.1,0.1,1.2789403200149536
image2,136.99264526367188,132.88131713867188,17.578125,14.155158996582031,18.085279018187993,14.563555555555556,16.041425882144605,0.1,0.1,0.1,2.0186004638671875
image1340,37.57300567626953,132.13189697265625,63.387908935546875,53.719940185546875,4.76545579008064,4.038625098996435,4.357215174848833,0.1,0.1,0.1,0.5612046122550964
image1368,124.648681640625,133.22998046875,28.52508544921875,27.25566864013672,9.39254154356038,8.974556814413026,9.176417194762953,0.1,0.1,0.1,0.9589603543281555
image168,126.07005310058594,132.84756469726562,12.01422119140625,14.136299133300781,18.10940739057669,21.30808114163208,19.514812321238935,0.1,0.1,0.1,1.9796136617660522
image1074,77.62322998046875,132.9126739501953,22.459075927734375,18.33978271484375,13.958725900978106,11.398509930850247,12.485890757554623,0.1,0.1,0.1,1.625612735748291
image1503,130.5208740234375,132.22645568847656,12.849372863769531,10.9403076171875,23.399707664327238,19.923151325293478,21.452972512022647,0.1,0.1,0.1,2.4196319580078125
image21,129.329833984375,132.79830932617188,10.990959167480469,9.994392395019531,25.61436352324645,23.29187071838468,24.37050664812163,0.1,0.1,0.1,2.7296433448791504
image748,158.97262573242188,126.35118103027344,103.59894561767578,112.48117065429688,2.2759364835097453,2.4710676201739448,2.367492153973473,0.1,0.1,0.1,0.2159433811903
image1354,126.45040130615234,132.70266723632812,11.251022338867188,8.19256591796875,31.24784134339589,22.75348784222354,26.012738326950164,0.1,0.1,0.1,2.801384210586548
image522,125.99134826660156,132.74087524414062,14.071807861328125,12.1617431640625,21.049614068192994,18.19240303184741,19.4654639057482,0.1,0.1,0.1,1.9263873100280762
image695,32.70257568359375,125.54976654052734,65.4051513671875,133.5511016845703,1.9168692490806813,3.914064789221331,2.43457947329395,0.1,0.1,0.1,0.17904582619667053
image1343,127.43988800048828,132.73548889160156,11.065048217773438,9.867034912109375,25.9449776229962,23.135913641008386,24.42009633004906,0.1,0.1,0.1,2.510601043701172
image1135,121.65404510498047,132.97653198242188,30.842849731445312,26.317047119140625,9.727535115967052,8.300140947708845,8.929382901362635,0.1,0.1,0.1,1.0701724290847778
image1458,127.935302734375,132.6063690185547,10.14068603515625,9.915863037109375,25.817218233242954,25.24484035029643,25.526217611056136,0.1,0.1,0.1,2.6061930656433105
image1987,107.28289794921875,132.76522827148438,21.009918212890625,18.00634002685547,14.217214582096641,12.184721397103361,13.084021633406694,0.1,0.1,0.1,1.6759616136550903
image349,127.40087890625,133.23751831054688,31.420013427734375,37.51160430908203,6.8245548201738515,8.147673157072218,7.398816580292825,0.1,0.1,0.1,0.7102079391479492
image233,126.51083374023438,132.7026824951172,19.37841796875,16.235443115234375,15.767971233244925,13.210572731624966,14.320765742178235,0.1,0.1,0.1,1.505384087562561
image641,107.8580093383789,132.50416564941406,18.46990966796875,16.6422119140625,15.382570617532073,13.860381810310928,14.562143859520631,0.1,0.1,0.1,1.8087129592895508
image1576,89.98886108398438,131.76564025878906,34.240081787109375,36.21185302734375,7.069508423297011,7.47661765505415,7.264521474090252,0.1,0.1,0.1,0.6721754670143127
image1755,115.25373840332031,132.7889404296875,18.959259033203125,16.11144256591797,15.889328280357748,13.50263739483016,14.551185712656473,0.1,0.1,0.1,1.7319291830062866
image188,119.80618286132812,132.2880859375,13.542633056640625,11.009124755859375,23.253438005028453,18.903266368460784,20.7437537788821,0.1,0.1,0.1,2.555030107498169
image1026,245.30563354492188,132.0258026123047,18.301025390625,40.62384033203125,6.3017183483302555,13.988287242699537,8.125502194943643,0.1,0.1,0.1,0.7335793972015381
image490,133.9566650390625,132.8180694580078,14.17340087890625,11.98468017578125,21.360603390762744,18.062002351249046,19.50514117996793,0.1,0.1,0.1,2.454411268234253
image1228,89.86514282226562,132.7010040283203,17.91534423828125,16.067413330078125,15.932869513026665,14.28942679499191,15.04423755582845,0.1,0.1,0.1,1.9194406270980835
image69,126.99429321289062,133.31881713867188,21.753509521484375,27.03777313232422,9.468235373790701,11.768216054847024,10.432670479002118,0.1,0.1,0.1,0.9817632436752319
image1263,131.4491729736328,132.80618286132812,28.863433837890625,24.17200469970703,10.590764116602326,8.86935357164381,9.616372055479127,0.1,0.1,0.1,1.1198455095291138
image1677,124.04886627197266,132.94686889648438,11.711837768554688,9.935089111328125,25.76725755867708,21.858226271485655,23.573046847261807,0.1,0.1,0.1,2.731067419052124
image390,250.35641479492188,132.61688232421875,10.71209716796875,43.32159423828125,5.909293148168238,23.898214886015943,8.112669171403365,0.1,0.1,0.1,0.6911470890045166
image382,41.960105895996094,132.58389282226562,30.159812927246094,24.137359619140625,10.605965359897741,8.488116309525646,9.372114742402635,0.1,0.1,0.1,1.2141600847244263
image984,127.02613830566406,132.92088317871094,11.872894287109375,14.05877685546875,18.2092654739319,21.56171812949973,19.674421835916817,0.1,0.1,0.1,1.8456302881240845
image868,122.4197998046875,132.83395385742188,12.725128173828125,10.328826904296875,24.78500243754709,20.117675555246453,22.089760287980976,0.1,0.1,0.1,2.607429265975952
image1383,181.96231079101562,132.42266845703125,30.238006591796875,25.17730712890625,10.167886449861214,8.466166551780864,9.201035063892418,0.1,0.1,0.1,1.21853768825531
